Departamento,Municipio,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
META,PUERTO GAITAN,ECOPETROL S.A.,CAÑO SUR E&P,EMBRUJO,-,4,266,128,94,63,54,11,16,13,1,-
META,PUERTO GAITAN,ECOPETROL S.A.,CAÑO SUR E&P,FAUNO,927,961,"1,042",963,964,961,913,833,950,"1,371","1,484",-
META,PUERTO GAITAN,ECOPETROL S.A.,CAÑO SUR E&P,MITO,181,180,192,186,187,203,203,179,181,180,134,-
META,PUERTO GAITAN,HOCOL S.A.,E&E GUARROJO,GUARROJO,931,949,919,918,871,860,831,810,780,741,466,715
META,PUERTO GAITAN,HOCOL S.A.,E&E GUARROJO,OCELOTE,"11,338","11,158","10,790","10,565","10,745","10,816","10,839","11,026","11,216","11,163","7,315","10,189"
META,PUERTO GAITAN,HOCOL S.A.,E&E GUARROJO,PINTADO,"2,092","2,118","2,490","2,522","2,284","2,099","2,005","1,976","1,970","1,901","1,384","1,877"
META,PUERTO GAITAN,META PETROLEUM CORP,CPE-6,HAMACA,"1,039","1,209","1,155","1,248","1,370","1,394",835,"1,112","1,132","1,350","1,380","1,293"
META,PUERTO GAITAN,META PETROLEUM CORP,E&P SABANERO,SABANERO,686,696,669,584,-,-,-,-,-,-,-,-
META,PUERTO GAITAN,META PETROLEUM CORP,QUIFA,AMBAR,"1,705","1,685","1,659","1,648","1,437","1,558","1,562","1,602","1,622","1,445","1,402","1,647"
META,PUERTO GAITAN,META PETROLEUM CORP,QUIFA,OPALO,641,586,534,511,531,545,563,567,564,936,"1,023",935
META,PUERTO GAITAN,META PETROLEUM CORP,QUIFA,QUIFA,"44,244","46,950","47,356","46,414","45,152","45,139","43,982","42,985","42,940","42,970","43,581","45,416"
META,PUERTO GAITAN,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,CABIONA,CABIONA,891,879,878,872,850,844,842,807,817,815,802,796
META,PUERTO GAITAN,TECPETROL COLOMBIA S.A.S.,CPO-07,ATARRAYA,478,476,442,437,420,411,403,391,381,364,371,343
META,PUERTO GAITAN,TECPETROL COLOMBIA S.A.S.,CPO-13,PENDARE,792,"1,312","1,321","1,252","1,236","1,200","1,132","1,052","1,001",985,972,"1,819"
META,PUERTO LLERAS,FRONTERA ENERGY,RIO ARIARI,LAPON,-,-,-,-,-,-,4,17,-,-,-,-
META,PUERTO LOPEZ,BC EXPLORACIÓN Y PRODUCCIÓN DE HIDROCARBUROS SL,LLANOS 66,JUANITO,-,-,-,-,-,-,-,8,-,-,-,-
META,PUERTO LOPEZ,ECOPETROL S.A.,ALMAGRO_ECOPETROL,ALMAGRO,109,121,121,112,117,-,-,-,-,-,-,-
META,PUERTO LOPEZ,ECOPETROL S.A.,VALDIVIA ECOPETROL,VALDIVIA ALMAGRO,238,227,214,245,-,-,-,-,-,-,-,-
META,PUERTO LOPEZ,ECOPETROL S.A.,VALDIVIA ECOPETROL,VALDIVIA ALMAGRO,-,-,-,-,256,-,-,-,-,-,-,-
META,PUERTO LOPEZ,HUPECOL OPERATING CO LLC,E&P LLANOS 58,LLANOS-58-4,"2,131","2,038","1,827","1,839","1,956","1,807","2,141","2,510","2,298","2,316","2,359","2,255"
META,PUERTO LOPEZ,Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,VALDIVIA/ALMAGRO IH,ALMAGRO,-,-,-,-,1,117,114,114,176,191,229,256
META,PUERTO LOPEZ,Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,VALDIVIA/ALMAGRO IH,VALDIVIA ALMAGRO,-,-,-,-,3,259,261,260,245,238,237,235
META,SAN MARTÍN,BC EXPLORACIÓN Y PRODUCCIÓN DE HIDROCARBUROS SL,LLANOS 33,IRACA,-,-,-,-,-,50,-,-,-,-,-,-
META,SAN MARTÍN,ECOPETROL S.A.,CDND CAMOA _ECOPETROL,CAMOA,33,32,32,32,27,1,-,-,-,-,-,-
META,SAN MARTÍN,ECOPETROL S.A.,CPO-11,VENUS,-,-,-,35,26,-,146,285,-,-,-,-
META,SAN MARTÍN,HUPECOL OPERATING CO LLC,CPO-11,VENUS,-,-,-,-,-,-,-,-,332,91,19,243
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,APIAY,"4,012","4,376","4,209","3,987","3,615","3,811","3,882","3,658","3,454","3,719","3,550","3,654"
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,APIAY ESTE,477,378,508,427,377,426,425,460,442,398,403,500
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,AUSTRAL,116,120,77,87,83,113,19,48,97,87,84,66
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,GAVAN,"1,628","1,555","1,710","1,635","1,664","1,605","1,742","1,713","1,586","1,540","1,344","1,540"
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,GUATIQUIA,"2,835","2,758","2,523","2,623","2,623","2,725","3,063","2,929","2,572","2,470","2,503","2,575"
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,LIBERTAD NORTE,34,261,181,175,142,130,181,162,134,118,120,154
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,POMPEYA,7,8,10,17,15,7,6,7,7,8,8,9
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,SURIA,"3,224","3,075","2,682","2,843","2,566","2,625","2,598","2,781","2,683","2,721","2,522","2,477"
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,SURIA SUR,"1,047","1,170","1,269","1,049","1,127","1,193","1,290","1,187","1,205","1,210","1,090","1,278"
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,TANANE,47,45,45,50,50,51,47,45,37,42,66,113
NARIÑO,IPIALES,ECOPETROL S.A.,ORITO,SUCUMBIOS,285,318,218,297,333,175,73,289,319,326,281,270
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,ZULIA,RIO ZULIA,445,449,446,411,387,421,449,447,459,-,-,-
NORTE DE SANTANDER,CUCUTA,Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,ZULIA,RIO ZULIA,-,-,-,-,-,-,-,-,-,435,423,241
NORTE DE SANTANDER,LA ESPERANZA,ECOPETROL S.A.,PAVAS CACHIRA,PAVAS CACHIRA,54,53,54,54,52,54,50,52,53,51,54,54
NORTE DE SANTANDER,SARDINATA,WATTLE PETROLEUM COMPANY S.A.S,BLOQUE CARBONERA,CERRO GORDO,-,0,0,0,0,0,0,0,0,0,0,0
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,BARCO,SARDINATA,126,128,134,138,137,128,132,89,112,153,158,170
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,BARCO,TIBÚ,"2,583","2,421","2,557","2,514","2,569","2,560","2,502","2,573","2,640","2,567","2,364","2,452"
PUTUMAYO,MOCOA,ECOPETROL S.A.,SANTANA ECOPETROL,TOROYACO,257,185,124,107,-,-,-,-,-,-,-,-
PUTUMAYO,MOCOA,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,"6,069","6,457","6,185","5,907","5,424","5,470","5,237","4,784","4,467","4,459","4,318","4,186"
PUTUMAYO,MOCOA,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA GT,TOROYACO,-,-,-,10,119,136,162,156,151,153,148,113
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,CARIBE,754,737,720,690,716,701,695,695,693,647,625,628
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,CHURUYACO,692,571,413,305,207,248,500,382,366,234,212,262
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,ORITO,"2,784","2,748","2,699","2,601","2,481","2,154","2,207","2,490","2,585","2,230","2,159","2,535"
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,SAN ANTONIO,100,209,217,192,121,130,222,233,178,182,180,124
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,SUCIO,52,55,56,56,55,54,49,51,33,-,-,1
PUTUMAYO,MUNICIPIO NN,GRAN TIERRA ENERGY COLOMBIA LTD,PUT-7,CONFIANZA,-,-,82,3,459,372,-,-,-,-,-,-
PUTUMAYO,PUERTO ASIS,AMERISUR EXPLORACION COLOMBIA LTD,PLATANILLO,PLATANILLO,"4,026","4,262","4,345","4,845","4,792","4,576","2,356","5,834","4,022","6,172","5,768","6,029"
PUTUMAYO,PUERTO ASIS,ECOPETROL S.A.,ORITO,QUILILI,211,208,210,141,168,273,294,293,274,121,113,244
PUTUMAYO,PUERTO ASIS,GRAN TIERRA ENERGY COLOMBIA LTD,PUT-7,ALPHA,27,41,25,-,-,-,-,26,41,21,-,-
PUTUMAYO,PUERTO ASIS,GRAN TIERRA ENERGY COLOMBIA LTD,PUT-7,CUMPLIDOR,507,60,-,-,-,51,"1,287","1,015","1,075",925,564,"1,215"
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,CPI SUR ORIENTE,COHEMBI,"3,191","3,010","3,074","3,810","4,378","5,543","5,648","4,762","5,168","6,591","4,969","6,487"
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,CPI SUR ORIENTE,QUILLACINGA,934,898,945,891,793,767,775,764,682,991,670,693
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,CPI SUR ORIENTE,QUINDE,"1,018","1,019",897,820,810,813,829,829,880,852,672,798
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,ORITO,CENCELLA,-,-,-,-,18,-,-,-,-,-,-,-
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,ORITO,MANSOYA,159,164,166,164,127,444,462,433,367,369,331,293
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,ORITO,YURILLA,107,174,162,115,151,-,-,-,-,-,-,-
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,ORITO,YURILLA,-,-,-,-,-,256,211,269,134,-,-,-
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,ORITO,ACAE SAN MIGUEL,"1,579","1,613","1,610","1,577","1,554",-,-,-,-,-,-,-
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,ORITO,LORO,58,55,35,29,51,51,30,23,949,531,713,625
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,ORITO,ACAE SAN MIGUEL,-,-,-,-,-,"1,565","1,605","1,594","1,556","1,553","1,528","1,433"
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,ORITO,HORMIGA,54,46,58,51,8,-,-,-,-,-,-,-
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,ORITO,LORO,663,597,647,545,554,612,450,488,473,476,498,484
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,ORITO,HORMIGA,-,-,-,-,-,8,68,72,71,14,13,5
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,"12,826","11,279","12,173","11,328","11,673","11,549","10,942","10,382","9,801","9,810","9,115","8,793"
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,392,433,384,383,400,421,427,391,386,362,390,357
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,PUT-1,VONU,-,-,-,-,-,-,"1,025","1,667","1,885","1,909","1,829","2,003"
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,DE MARES,GALA,"1,226","1,177","1,217","1,272","1,264","1,121","1,083","1,034",935,983,993,933
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,DE MARES,GALÁN,647,649,684,653,605,589,585,610,631,526,454,465
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN LA CIRA INFANTAS,INFANTAS,"10,464","10,538","10,991","11,430","9,062","11,200","11,485","11,514","12,293","12,677","13,218","13,542"
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN LA CIRA INFANTAS,LA CIRA,"29,310","28,516","28,647","27,819","22,005","26,877","28,016","28,255","28,524","28,385","29,867","31,052"
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,DE MARES,LLANITO,"1,763","1,821","1,910","2,018","2,005","1,849","1,807","1,708","1,645","1,831","1,892","1,890"
SANTANDER,BOLIVAR,LAS QUINCHAS RESOURCE CORP.,LAS QUINCHAS,BAÚL,-,-,16,27,22,10,27,24,23,22,22,7
SANTANDER,CIMITARRA,GAS PETROLEO Y DERIVADOS DE COLOMBIA S.A.S PETROCOLOMBIA S.A.S,OPON,OPÓN,33,32,31,30,28,29,29,28,26,25,20,11
SANTANDER,CIMITARRA,LAS QUINCHAS RESOURCE CORP.,LAS QUINCHAS,ACACIA ESTE,-,-,3,5,5,4,2,3,2,2,4,2
SANTANDER,CIMITARRA,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,CHICALA,49,30,-,-,-,-,-,-,-,-,-,-
SANTANDER,EL CARMEN DE CHUCURI,ECOPETROL S.A.,DE MARES,SAN LUIS,50,53,51,52,52,51,50,51,50,51,49,49
SANTANDER,MUNICIPIO NN,ECOPETROL S.A.,TOCA,TOCA,43,39,32,30,33,34,32,33,34,33,34,34
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,YARIGUI-CANTAGALLO,YARIGUÍ-CANTAGALLO,"5,687","5,571","5,697","5,492","5,389","5,269","5,092","4,779","4,500","4,389","4,114","4,476"
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,YARIGUI-GARZAS,GARZAS,123,121,123,120,121,120,120,32,-,-,-,-
SANTANDER,RIONEGRO,AMERISUR EXPLORACION COLOMBIA LTD,E&P FENIX,FENIX,1,2,1,2,2,2,2,2,0,0,-,-
SANTANDER,RIONEGRO,ECOPETROL S.A.,PLAYON,BORANDA,-,5,56,34,-,-,-,-,-,-,-,-
SANTANDER,RIONEGRO,ECOPETROL S.A.,PROVINCIA P-NORTE,BONANZA,"2,216","2,191","2,237","2,207","2,247","2,162","2,238","2,169","2,150","2,123","2,062","1,904"
SANTANDER,RIONEGRO,GRAN TIERRA ENERGY COLOMBIA LTD,E&P LA PALOMA,COLÓN,-,-,-,-,-,-,-,215,215,217,214,232
SANTANDER,RIONEGRO,GRAN TIERRA ENERGY COLOMBIA LTD,E&P LA PALOMA,GAITERO,-,-,-,-,-,-,-,-,-,1,-,-
SANTANDER,RIONEGRO,GRAN TIERRA ENERGY COLOMBIA LTD,E&P LA PALOMA,JUGLAR,-,-,-,-,-,-,-,70,-,-,1,179
SANTANDER,RIONEGRO,PETROLEOS DEL NORTE S.A,E&P LA PALOMA,COLÓN,121,82,84,185,271,259,227,-,-,-,-,-
SANTANDER,RIONEGRO,PETROLEOS DEL NORTE S.A,E&P LA PALOMA,JUGLAR,141,141,140,141,142,142,142,-,-,-,-,-
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,CRISTALINA,CRISTALINA,-,76,122,125,130,128,126,107,39,-,-,39
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,PLAYON,AULLADOR,304,275,140,208,553,527,485,397,431,419,418,417
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,PROVINCIA P-SUR,PROVINCIA,"3,509","3,231","3,044","2,988","2,907","2,999","2,985","2,791","2,775","2,694","2,601","2,576"
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,EL PIÑAL,LIEBRE,68,60,63,61,58,56,52,51,52,56,52,54
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LAS MONAS,CORAZÓN,43,34,31,35,28,34,35,34,31,30,31,21
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LAS MONAS,CORAZÓN WEST,240,261,200,195,220,229,192,168,207,203,206,197
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LAS MONAS,LA SALINA,"1,221","1,221","1,203","1,219","1,270","1,281","1,248","1,193","1,181","1,178","1,204","1,155"
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LAS MONAS,PAYOA,608,595,595,561,567,518,493,491,522,513,535,488
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LAS MONAS,PAYOA WEST,7,6,6,6,7,7,6,6,5,5,6,6
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,Convenio de Explotación Lisama-Nutria,LISAMA-NORTE,33,32,30,25,24,29,29,27,23,20,20,18
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,DE MARES,COLORADO,-,86,118,132,128,123,145,136,121,119,111,156
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,DE MARES,COYOTE,-,-,-,-,-,-,-,-,-,8,-,-
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,DE MARES,LISAMA,835,783,757,882,824,755,681,731,854,912,933,967
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,Convenio de Explotación Lisama-Nutria,NUTRIA,"1,357","1,315","1,256","1,220","1,173","1,232","1,219","1,247","1,240","1,249","1,240","1,196"
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,DE MARES,TESORO,275,254,248,239,237,230,267,257,255,240,229,236
SANTANDER,SIMACOTA,ECOPETROL S.A.,DE MARES,AGUAS BLANCAS,45,121,-,11,9,70,294,302,294,302,236,221
SUCRE,LOS PALMITOS,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,5,6,4,5,5,4,4,4,3,3,3,5
SUCRE,OVEJAS,HOCOL S.A.,E&P SAMAN,BONGA,2,8,7,7,6,8,7,7,2,7,7,6
SUCRE,OVEJAS,HOCOL S.A.,E&P SAMAN,MAMEY,17,23,22,23,24,27,29,26,16,28,30,28
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,APAMATE,0,0,-,-,-,-,-,-,-,-,-,-
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,6,6,4,4,4,4,4,4,3,3,3,4
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE I,2,0,-,-,-,-,-,-,-,-,-,-
TOLIMA,CHAPARRAL,HOCOL S.A.,TOLIMA B HOCOL,RÍO SALDAÑA,217,213,210,205,204,173,221,210,210,203,204,195
TOLIMA,ESPINAL,PACIFIC STRATUS ENERGY COLOMBIA CORP,ABANICO,ABANICO,813,823,780,787,718,711,674,594,587,685,728,624
TOLIMA,GUAMO,LAS QUINCHAS RESOURCE CORP.,GUASIMO,LISA,-,-,-,-,5,5,2,1,-,1,1,1
TOLIMA,MELGAR,PERENCO OIL AND GAS COLOMBIA LIMITED,BOQUERON,GUANDO,"7,592","7,366","7,346","7,327","7,047","6,732","6,730","6,501","6,720","6,393","6,670","6,708"
TOLIMA,MELGAR,PERENCO OIL AND GAS COLOMBIA LIMITED,BOQUERON,GUANDO SW,"2,456","3,286","3,735","3,379","2,801","3,083","2,902","2,924","2,827","2,639","2,531","2,451"
TOLIMA,ORTEGA,HOCOL S.A.,CPI ORTEGA OTROSI 1,ORTEGA,-,98,196,188,203,216,290,434,407,363,341,293
TOLIMA,ORTEGA,HOCOL S.A.,CPI ORTEGA OTROSI 1,PACANDE,-,10,580,474,445,421,408,415,436,503,453,424
TOLIMA,ORTEGA,HOCOL S.A.,CPI ORTEGA OTROSI 1,TOLDADO,-,529,283,268,399,435,518,580,602,648,712,754
TOLIMA,ORTEGA,HOCOL S.A.,CPI ORTEGA OTROSI 1,TOY,-,-,-,-,9,-,3,15,10,-,-,-
TOLIMA,PIEDRAS,HOCOL S.A.,PULI HOCOL,TOQUI TOQUI,456,450,491,485,474,464,456,447,483,465,464,461
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,AMBROSIA,AMBROSÍA,34,32,33,31,40,36,33,26,22,32,49,39
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANA,MANÁ,714,697,715,689,674,677,660,641,656,620,611,594
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RIO OPIA,RÍO OPIA,35,39,36,35,40,41,39,36,38,37,34,31
TOLIMA,PRADO,HOCOL S.A.,ESPINAL - HOCOL,MATACHÍN SUR,310,287,260,214,183,220,125,91,275,343,312,293
TOLIMA,PURIFICACIÓN,HOCOL S.A.,CHENCHE HOCOL,CHENCHE,60,55,54,52,51,50,50,51,50,46,47,50
TOLIMA,PURIFICACIÓN,HOCOL S.A.,ESPINAL - HOCOL,MATACHÍN NORTE,"2,219","2,201","2,157","2,172","2,132","2,083","2,081","2,091","1,981","1,931","1,800","1,803"
TOLIMA,PURIFICACIÓN,HOCOL S.A.,ESPINAL - HOCOL,MATACHÍN SUR,359,349,337,309,298,272,269,422,251,237,245,236
TOLIMA,PURIFICACIÓN,HOCOL S.A.,ESPINAL - HOCOL,PURIFICACIÓN,130,127,124,122,121,122,118,115,116,116,516,662
