Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,PIJAO-POTRERILLO,TENAY,178.86,175.15,167.29,171.51,166.97,173.19,170.08,162.02,165.09,165.77,167.92,165.88
HUILA,BARAYA,3.135423634,-74.95797796,POINT (-74.95797796 3.135423634),HOCOL S.A.,HUILA,ANDALUCIA,36.89,37.06,35.5,36.41,37.57,36.99,38.39,75.76,106.82,102.27,88.51,83.47
HUILA,GARZON,2.172441496,-75.57131243,POINT (-75.57131243 2.172441496),EMERALD ENERGY PLC SUCURSAL COLOMBIA,MATAMBO,GIGANTE,147.51,56.3,0,0,0,0,0,0,316.3,378.48,641.18,747.88
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,CAGUAN,ESPINO,16.61,17.41,14.78,12.92,8.52,8.17,6.43,7.58,13.7,13.51,8.39,14.33
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,CAGUAN,RIO CEIBAS,1024.03,1000.45,959.28,1006.37,1009.93,994.81,921.74,948.49,1002.69,954.01,903.98,835.81
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,CAMPOS TELLO Y LA JAGUA,LA JAGUA,51.05,45.33,50.75,46.09,49.1,53.09,56.14,58.86,57.21,58.2,46.44,60.32
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,CAMPOS TELLO Y LA JAGUA,TELLO,4472.33,4289.31,4436.6,4297.37,4014.99,4163.17,3936.47,4005.08,4110.27,4002.79,3975.4,4156.42
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PALERMO,SAN FRANCISCO,2696.46,2719.4,2709.21,2633.2,2726.08,2742.07,2571.89,2556.08,2654.18,2464.97,2257.29,2296.76
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PIJAO-POTRERILLO,CEBÚ,149.18,144.1,124.32,130.84,113.62,100.99,189.69,203.19,205.46,200.76,184.33,192.07
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PIJAO-POTRERILLO,PALOGRANDE,1085.01,1029.89,989.91,922.58,1034.45,1025.39,1066.43,1036.28,1039.95,1032.91,1031.18,987.18
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PIJAO-POTRERILLO,PALOGRANDE HONDA,374.02,364.49,383.84,377.73,311.99,371.72,504.62,525.73,512.69,545.92,546.27,541.19
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PIJAO-POTRERILLO,PIJAO POTRERILLO,93.14,107.05,125.99,120,125.04,122.25,128.86,128.05,126.21,137.94,124.11,85.26
HUILA,PAICOL,2.40689827,-75.72803027,POINT (-75.72803027 2.40689827),HOCOL S.A.,RIO PAEZ,LA CAÑADA NORTE,1180.84,1270.39,1375.68,1328.66,1410.22,1419.93,1359.27,1381.93,1369.12,1332.62,1309.64,1317.51
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,PALERMO,PALERMO,112.65,121.93,121.76,120.86,120.73,83.76,82.89,138.67,112.76,123.9,105.54,104.95
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,PALERMO,SAN FRANCISCO,1684.46,1712.92,1688.12,1682.53,1706.58,1706.36,1599.24,1547.79,1511.77,1575.54,1730.16,1645.77
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,SANTA CLARA,SANTA CLARA,438.69,450.86,445.42,448.03,383.49,324.43,451.14,518.52,540.26,600.25,527.46,406.21
HUILA,TESALIA,2.526855132,-75.68259642,POINT (-75.68259642 2.526855132),HOCOL S.A.,RIO PAEZ,LA HOCHA,704.38,692.59,685.51,676.86,683.97,906.73,1002.88,972.31,987.49,961.76,999.93,925.59
HUILA,VILLAVIEJA,3.287057875,-75.13838292,POINT (-75.13838292 3.287057875),ECOPETROL S.A.,PIJAO-POTRERILLO,LOMA LARGA,338.36,374.59,376.33,0,311.92,0,363.02,372.04,358.98,54.44,186.17,308.8
HUILA,YAGUARA,2.646563339,-75.51592645,POINT (-75.51592645 2.646563339),ECOPETROL S.A.,HOBO,YAGUARA,1892.63,1715.82,1662.54,1636.67,1655.95,1760.55,1778.91,1785.53,1776.36,1766.59,1650.69,1745.36
MAGDALENA,ARIGUANI,9.834264955,-74.08460085,POINT (-74.08460085 9.834264955),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,EL DIFÍCIL,EL DIFÍCIL,157.63,151.75,152.64,147.39,130.71,141.41,152.04,150.81,145.6,142.54,137.57,132.99
MAGDALENA,SANTA ANA,9.503097215,-74.44419381,POINT (-74.44419381 9.503097215),Frontera Energy Colombia Corp Sucursal Colombia,GUAMA,CAPURE,2.08,1.29,1.21,1.07,0.84,1.1,1.16,0.8,1.03,1.39,0.07,0
MAGDALENA,SANTA ANA,9.503097215,-74.44419381,POINT (-74.44419381 9.503097215),Frontera Energy Colombia Corp Sucursal Colombia,GUAMA,COTORRA,0.3,0.27,0,0,0,0,0,0,0,0,0,0
MAGDALENA,SANTA ANA,9.503097215,-74.44419381,POINT (-74.44419381 9.503097215),Frontera Energy Colombia Corp Sucursal Colombia,GUAMA,MANAMO,0.44,0.35,0.63,0,0,0,0,0,0,0,0,1.39
MAGDALENA,SANTA ANA,9.503097215,-74.44419381,POINT (-74.44419381 9.503097215),Frontera Energy Colombia Corp Sucursal Colombia,GUAMA,PEDERNALITO,1.88,1.94,2.2,2.98,2.9,3.27,3.08,2.4,2.96,3.1,2.79,2.36
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CPO 9,AKACIAS,12307.73,13785.32,17174.56,17208.36,17564.79,17905.32,17127.56,18818.48,17602.41,19529.13,19547.89,19602.29
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CUBARRAL,CASTILLA,0,0,171.97,287.26,66.89,72391.5,98.13,100.87,121.93,108.92,127.23,145.91
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CUBARRAL,CASTILLA NORTE,40632.55,41073.16,41473.2,42667.9,42973.92,40705.63,40308.07,37749.79,39929.21,40775.4,40114.24,42520.57
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CUBARRAL,CHICHIMENE,50104.38,49321.04,48212.74,45500.65,47285.98,48182.41,46094.75,48446.88,45112.56,49355.97,50123.3,49740.07
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CUBARRAL,CHICHIMENE SW,377.48,329.14,119.53,0,0,0,0,0,300.65,386.23,389.67,371.82
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL,CORCEL A,238.22,235.42,221.18,215.79,214.93,216.66,217.26,200.82,205.07,212.36,212.41,207.65
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL,CORCEL C,235.29,212.01,217.76,211.7,221.71,222.91,226.7,223.12,219.49,216.27,208.9,207.7
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL,ESPADARTE,74.68,72.31,71.09,70.88,70.27,68.96,68.45,65.04,66.28,62.79,61.16,61.04
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,CPO 5,INDICO,4429.77,1026.11,1626.95,4049.08,4703.54,4633.34,4592.5,4666.91,4746.98,4676.31,4944.68,4988.02
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,CPO 5,MARIPOSA,3129.03,3134.82,3128.56,2753.47,3128.52,3003.32,3124.47,3101.63,3112.61,3080.18,3123.69,3127.92
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,CPO 5,SOL,0,0,0,0,0,4.69,37.06,0,0,0,0,0
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL,COBRA,219.54,216.76,214.45,205.87,200.92,198.27,195.77,194.8,192.25,196.59,185.95,180.32
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL,CORCEL D,291.66,299.89,297.15,303.57,310.11,298.11,243.48,128.3,266.97,82.54,86.91,91.4
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL,CORCEL E,302.03,300.01,295.28,271.83,0,193.72,234.68,242.99,239.1,243.29,247.33,239.23
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,ARDILLA,2848.36,2823.78,2575.88,2556.61,2403.2,2340.24,2800.63,2618.16,2612.34,2627.18,2523.85,0
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,AVISPA,5954.36,6146.03,5935.7,5195.63,5039.28,5080.86,4807.41,5430.21,5437.53,5115.26,4764.21,0
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,CANDELILLA,5389.09,3780.38,3374.37,3118.71,2565.48,2140.36,1668.79,1470.28,1446.25,1562.99,1636.18,1644.76
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,CEIBO,957.09,988.06,915.2,857.77,730,732.84,745.64,719.53,676.98,627.94,563.35,8586.88
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,Coralillo,1936.56,1825.02,2265.13,2429.2,3038.16,2949.13,2885.33,2685.52,2583.96,2459.66,2298.4,2338.51
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,YATAY,469.59,471.49,433.98,444.13,499.92,442.45,417.27,302.21,143.25,144.44,137.26,128.88
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,CPO 5,LOTO,0,0,0,0,0,0,0,0,0,0,0,6.97
META,CASTILLA NUEVA,3.805154089,-73.53886668,POINT (-73.53886668 3.805154089),ECOPETROL S.A.,CUBARRAL,CASTILLA,71821.96,72822.92,71704.19,69910.53,70686.64,77.33,71006.72,68957.29,69377.55,69499.86,68337.96,68992.83
META,CASTILLA NUEVA,3.805154089,-73.53886668,POINT (-73.53886668 3.805154089),ECOPETROL S.A.,CUBARRAL,CASTILLA ESTE,328.19,307.79,252.24,212.87,220.94,239.27,244.04,199.17,176.32,188.53,185.99,162.05
META,CASTILLA NUEVA,3.805154089,-73.53886668,POINT (-73.53886668 3.805154089),ECOPETROL S.A.,CUBARRAL,CASTILLA NORTE,2472.04,2043.65,2331.55,2238.01,2071.66,2109.87,2146.22,2664.68,2698.17,2566.76,2549.08,2478.72
META,GUAMAL,3.947775585,-73.95983864,POINT (-73.95983864 3.947775585),ECOPETROL S.A.,CPO 9,AKACIAS,2551.79,2527.46,2498.16,2510.4,2509.14,2409.58,2362.8,2321.44,2336.65,2214.87,2025.26,2385.9
META,GUAMAL,3.947775585,-73.95983864,POINT (-73.95983864 3.947775585),ECOPETROL S.A.,CUBARRAL,CHICHIMENE,918.93,878.77,895.55,935.57,857.56,833,754.47,836.02,802.08,802.36,715.25,950.85
META,GUAMAL,3.947775585,-73.95983864,POINT (-73.95983864 3.947775585),ECOPETROL S.A.,CUBARRAL,CHICHIMENE SW,19670.45,19788.17,19058.49,19326.02,20825.67,19626.44,18064.5,21107.41,19968.09,20543.06,20863.33,20311.96
META,MUNICIPIO NN META,3.947775585,-73.95983864,POINT (-73.95983864 3.947775585),Frontera Energy Colombia Corp Sucursal Colombia,GUATIQUIA,Alligator,2611.11,2446.05,2247.42,2125.96,2038.13,1941.53,1909.35,1731.63,1589.45,1393.66,1300.46,0
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,CARACARA SUR A,2426.78,2607.95,2569.28,2648.76,2746.91,2637.64,2644.07,2496.6,2561.56,2534.26,2441.26,2362.69
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,CARACARA SUR B Y C,2092.51,2048.22,2003.48,1933,1932.68,1778.88,1865.77,1891.64,1827.34,1680.75,1742.26,1845.59
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,ELIZITA,1009.47,979.96,949.33,958.92,891.48,1019.03,993.46,1013.06,989.83,1025.33,922.62,982.85
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,PEGUITA,1951.46,2417.42,2388.77,2016.08,2023.82,1847.4,1681.34,1659.11,1745.84,1673.89,1774.17,1745.76
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,PEGUITA II,674.72,662.8,649.2,633.91,587.94,631.64,623.37,502.39,573.75,581.57,541.06,533.15
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,PEGUITA III,1101.53,1679.07,1187.52,1302.48,1232.24,1222.33,1142.34,1253.21,1160.44,1101.2,962.58,1030.46
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,PEGUITA SW,1293.38,1390.79,1293.24,1262.49,1143.25,971.02,888.55,862.2,970.84,892.89,882.68,841.2
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,RANCHO QUEMADO,119.41,113.47,108.02,104.43,102.58,103.21,103.78,101.81,105.26,104.99,113.38,118.97
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,TORO SENTADO,158.24,159.42,160.74,159.11,162.42,165.92,162.31,177.03,154.59,214.34,241.33,254.89
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,TORO SENTADO NORTE,301.27,299.91,303.12,299.99,297.52,307.32,320.13,312.97,318.13,328.53,324.17,309.39
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,TORO SENTADO WEST,148.68,134.32,135.2,135.27,132.18,117.74,96.52,92.18,92.36,107.43,93.82,83.08
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA,UNUMA,191.3,179.77,162.3,155.25,128.49,117.11,135.59,129.56,126.47,119.5,113.41,110.62
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),ECOPETROL S.A.,CAÑO SUR,CAÑO SUR ESTE,3513.59,3481.84,3575.59,3504.8,3682.06,3937.65,4477.06,5140.42,5309.22,5410.97,5682.97,5723.99
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),ECOPETROL S.A.,RUBIALES,RUBIALES,122499.45,121803.04,117360.31,121200.72,120572.42,119761.46,118783.92,119631.98,118199.27,117518.68,116863.3,117712
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,CPE-5,COPLERO,0,0,0,0,0,0,0,99.98,128.96,82.36,0,0
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,CPE-6,HAMACA,979.91,970.67,956.59,952.44,1014.68,1086.81,1911.36,2228.83,2204.82,1717.28,2401.04,2980.31
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,CPE-7,GALOPE,0,0,0,0,0,0,0,0,0,0,17.19,0
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,SABANERO,CHAMÁN,20.96,0,0,0,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,SABANERO,SABANERO,1012.55,984.12,969.05,1008.46,996.02,1043.57,945.59,928.76,1004.9,914.83,956.3,1063.13
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,SABANERO,SEJE,5.09,21.21,0,0,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,QUIFA,CAJUA,2867.88,2737.21,2658.33,2796.62,2804.17,2782.1,2751.73,2532.76,2696.12,2617.54,2568.92,537.03
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,QUIFA,JASPE,43.55,30.92,0,0,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,QUIFA,QUIFA,45919.09,45394.48,44763.58,46508.76,48917.03,49355.29,48388.99,49150.07,49977.25,49460.56,46418.59,45628.63
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,GUARROJO,GUARROJO,791.65,922.51,1071.97,982,910.54,931.97,845.49,814.62,794.91,766.56,765.15,813.75
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,GUARROJO,OCELOTE,9372.56,9042.4,9038.6,9292.17,9179.44,9199.08,9211.23,9360.19,9599.61,9838.01,9839.58,9876.57
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,GUARROJO,PINTADO,1400.75,1489.9,1613.92,1558.37,1544.76,1556.55,1484.89,1592.16,1605.07,1507.84,1493.14,1517.66
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,CABIONA,CABIONA,684.73,681.25,652.46,629.69,625.65,610.68,608.42,602.61,602.13,590.83,577.09,577.86
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),TECPETROL COLOMBIA SAS,CPO 13,La Pluma,0,0,628.85,558.49,409.92,392.33,374.49,330.8,241.09,269.21,249.6,228.15
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),TECPETROL COLOMBIA SAS,CPO 13,PENDARE,1887.74,2040.55,1924.53,2355.3,2391.98,2357.8,2093.35,1994.92,2207.41,2133.54,2281.97,2898.39
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),TECPETROL COLOMBIA SAS,CPO 13,Pendare Norte,0,0,56.08,0,0,202.02,495.36,500.95,475.63,439.52,429.22,440
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),TECPETROL COLOMBIA SAS,CPO 7,ATARRAYA,289.77,284.52,283.43,251.46,278.82,274.09,271.37,267.79,239.17,257.21,250.12,250.06
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),Frontera Energy Colombia Corp Sucursal Colombia,CPE-6,AMANECER,0,0,0,0,0.03,14.89,0,0,0,0,0,0
META,PUERTO LOPEZ,4.014298921,-72.64570499,POINT (-72.64570499 4.014298921),HUPECOL OPERATING CO LLC,LLA 58,FRANKMAVE,72.6,0,0,103.74,126.95,92.05,5.23,0,0,0,0,0
META,PUERTO LOPEZ,4.014298921,-72.64570499,POINT (-72.64570499 4.014298921),HUPECOL OPERATING CO LLC,LLA 58,LLANOS-58-4,1305.6,1249.69,1239.75,1214.58,1177.72,1134.92,1089.64,1021.97,1025.21,989.31,939.63,893.31
META,PUERTO LOPEZ,4.014298921,-72.64570499,POINT (-72.64570499 4.014298921),Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,VALDIVIA ALMAGRO,ALMAGRO,564.49,580.77,602.81,707.02,714.24,715.36,708.09,700.68,690.47,704.05,687.84,662.88
META,PUERTO LOPEZ,4.014298921,-72.64570499,POINT (-72.64570499 4.014298921),Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,VALDIVIA ALMAGRO,VALDIVIA ALMAGRO,306.49,304.92,302.16,288.62,306.35,323.71,328.86,344.91,320.77,293.94,293.81,289.42
META,SAN MARTÍN,3.515860962,-72.65672742,POINT (-72.65672742 3.515860962),ECOPETROL S.A.,CAÑO SUR,FONTANA,0,0,0,0,0,0,0,0,0,6.58,0,5.28
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,APIAY,4094.43,4113.13,4118.57,3967.49,3517.48,3802.75,3929.62,3642.29,3633.93,3284.3,3148.09,3085.59
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,APIAY ESTE,313.29,217.41,189.16,244.34,180.59,190.38,228.6,263.49,295.81,289.44,302.98,272.36
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,AUSTRAL,674.88,628.66,408.5,527.76,523.4,511.16,262.4,312.36,306.88,282.59,397.31,254.77
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,GAVAN,824.01,1218.67,1219.59,1247.06,1208.62,1229.83,1300.33,1207.42,1151.21,1263.56,1289.32,1361.99
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,GUATIQUIA,2297.12,2311.56,2303.01,1837.34,2186.39,2059.18,2406.15,2189.76,1991.49,2264.23,2160,2100.12
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,GUAYURIBA,12.48,2.9,21.71,34.17,34.28,11.31,0,0,0,0,0,0
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,LIBERTAD NORTE,188.15,193.51,163.98,139.56,145.58,139.51,174.03,193.01,222.51,194.86,187.87,188.58
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,POMPEYA,1.9,8.29,39.51,15.19,4.54,22.14,7.31,12.39,4.22,3.43,3.43,2.49
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,SAURIO,77.68,218.38,211.01,120,115,163.34,152.16,121.28,114.3,74.37,57.98,66.58
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,SURIA,1840.33,1995.24,1981.06,1909.5,1706.61,1849.26,2102.45,2541.59,3065.46,4255.12,4761.7,5173.81
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,SURIA SUR,1714.94,1723.69,1738.77,1325.92,1564.43,1380.44,1518.5,1537.56,1611.85,1248.1,1130.39,811.55
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,TANANE,199.99,218.21,288.18,308.09,277.8,188.63,316.85,218.28,398.88,387.55,410,441.66
NARIÑO,IPIALES,0.497708465,-77.24047625,POINT (-77.24047625 0.497708465),ECOPETROL S.A.,AREA OCCIDENTAL,SUCUMBIOS,263.29,260.03,256.08,258.76,16.7,188.55,259.14,260.31,263.5,257.81,260.16,260.09
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,RIO ZULIA,RIO ZULIA,417.89,480.07,490.81,491.87,447.13,464.26,467.73,467.27,411.52,431.2,482.66,542.22
NORTE DE SANTANDER,LA ESPERANZA,7.695233593,-73.36139672,POINT (-73.36139672 7.695233593),ECOPETROL S.A.,PAVAS,PAVAS CACHIRA,53.29,53.99,53.95,53.01,50,54.01,50.4,49.96,49.3,50.04,0.8,0
NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),WATTLE PETROLEUM COMPANY S.A.S,CARBONERA,CERRO GORDO,0.19,0.44,0.8,0.35,0.14,0.24,0.24,0.1,0.1,0.1,0.28,0.06
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,TIBU,SARDINATA,141.18,143.27,141.87,143.35,137.45,138.35,143.84,119,90.22,89.5,103.68,89.08
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,TIBU,TIBÚ,1849.66,1848.16,1967.6,2087.45,2003.54,1982.16,1467.5,26.72,23.63,118.78,1124.82,1577.13
PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,3673.7,3720.64,3590.09,3516.02,3848.96,4136.73,3982.24,3489.11,3304.66,3049.5,3011.71,3014.51
PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,230.67,211.79,209.07,204.2,209.79,215.43,219.02,205.58,202.73,209.42,211.97,213.76
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,QURIYANA,0,18.51,198.07,206.44,147.25,95.66,56.95,0,0,4.21,0.46,0.38
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,CARIBE,1344.53,1319.17,1313.48,1299.9,1193.86,1227.27,1242.26,1216.84,1196.29,1169.58,1157.7,1156.89
