Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,GUAGUAQUI - TERAN,VELASQUEZ,2959.99,3215.6,3279.04,3074.56,3053.5,2930,2920.13,2880.33,2844.52,2751.1,2440.78,2399.24
BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),NIKOIL ENERGY CORP,CÓNDOR,MEDINA,51.39,42.31,29.71,37.23,16.19,0,0.35,39.94,36,43.35,41.77,43.8
BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,BOLÍVAR,36.38,36.01,35.68,35.43,34.99,34.48,34.57,34.53,34.45,34.4,34.31,33.73
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,5231.83,4843.2,5068.35,4758.29,4784.38,5078.45,4640.94,4660.61,4722.4,4653.53,4651.01,5022.01
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,RECETOR,CUPIAGUA LIRIA,2363.19,2297.43,2213.45,2166.4,2161.47,2246.85,2325.51,2235.83,2229.85,2184.31,2022.94,1946.73
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,1372.03,1420.25,1192.59,1430.38,1435.41,1333.76,1452.97,1320.47,1319.48,1527.12,1414.06,1420.48
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUSIANA NORTE,CUSIANA NORTE,656.15,601.41,507.9,500.74,535.21,478.17,354.92,426.5,359.26,312.89,347.53,354.26
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA,334.18,389.05,366.05,292.71,229.23,241.01,237.99,233.79,235.29,239.19,241.27,250.89
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),CEPSA COLOMBIA S.A.,LLA 22,RAMIRIQUI,1235.62,1325.54,1252.75,1126.06,1005.4,928.08,862.28,786.45,838.28,928.53,900.74,865.09
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 26,RUMBA,1666.47,1762.24,1633.7,1327.92,0,0,840.04,1280.12,1318.28,1287.36,1257.05,1228.31
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,365.53,363.59,362.27,363.49,368.96,359.58,291.44,277.97,275.76,275.22,279.18,281.6
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CENTAURO SUR,96.56,94.19,84.19,83.18,61.4,80.1,45.67,22.06,23.04,23.15,22.66,24.78
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,ENTRERRIOS,ENTRERRIOS,333.42,337.22,333.9,326.73,314.38,61.43,0,0,0,0,0,0
