Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
ARAUCA,ARAUCA,6796280825,-7050921153,POINT (-7050921153 6796280825),SIERRACOL ENERGY ARAUCA LLC,GALEMBO,CHIPIRÓN,1643.72,1533.4,1768.11,1916.38,2083.06,1915.11,1667.99,1685.38,1675.99,1554.2,1354.17,1317.11
ARAUCA,ARAUCA,6796280825,-7050921153,POINT (-7050921153 6796280825),SIERRACOL ENERGY ARAUCA LLC,MACANA,CHIPIRÓN,2397.69,1347.07,6022.21,6980.42,5949.72,5612.52,5405.19,3118.3,1559.93,0,0,0
ARAUCA,ARAUCA,6796280825,-7050921153,POINT (-7050921153 6796280825),SIERRACOL ENERGY ARAUCA LLC,REX NE,COSECHA,0,0,0,0,0,0,0,0,0,0,0,97032.73
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,ARAGUATO,CHIPIRÓN,1771.07,1636.56,1826.29,1704.4,1732.46,1676.91,1734.1,1751.6,1706.02,1552.94,1694.23,1744.66
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,BAYONERO,CHIPIRÓN,10861.31,9438.33,9178.93,8511.36,8374.72,7370.03,7597.77,6372.29,5552.99,5315.61,4775.14,4493.2
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,CANAGUEY,COSECHA,24438.12,19458.6,25200.38,24567.52,15995.31,18284.56,20920.63,27148.92,23744.4,22725.1,20523.59,22274.94
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,CAÑO LIMÓN,CRAVO NORTE,19562.11,16810.15,18612.03,16703.08,17545.72,16349.65,15714.97,16102.34,15652.9,14381.44,13809.24,15471.61
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,CAÑO RONDÓN,RONDÓN,53145.61,48863.19,50732.57,44726.95,45791.69,45505.47,34756.19,44114.97,41921.31,39760.17,36661.96,38723.35
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,CARICARE,RONDÓN,90564.83,82148.59,83409.19,77338.79,88218.34,122542.37,100640.05,115480.17,95356.56,103029.49,109570.73,111205.23
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,CHIPIRÓN,CHIPIRÓN,2205.41,2008.66,2198.33,2125.47,2194.8,2101.93,2184.83,2217.75,2123.97,1915.64,2066.06,2140.2
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,FINN,COSECHA,44626.15,37452.06,38811.05,35483.67,38081.04,35713.48,29024.47,34662.77,31036.2,28297.3,21505.32,24027.66
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,JIBA,CHIPIRÓN,761.12,770.55,868.68,841.34,862.49,833.25,486.02,884.51,890.01,849.23,897.12,926.34
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,JIBA UNIFICADO,CHIPIRÓN,9079.82,8506.93,9576.8,9257.3,9517.11,9251.53,5634.88,8437.76,8134.25,7818.28,8178.33,8318.77
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,MORROCOY,COSECHA,4148.03,5400.43,5021.32,4096.26,3815.39,2956.31,0,0,0,795.21,2902.31,3162.25
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,REDONDO,CRAVO NORTE,29558.61,25832.66,27899.88,26548.12,30087.75,32881.54,27972.18,43174.48,40624.56,37524.01,35166.1,34279.48
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,REDONDO ESTE,CRAVO NORTE,1095,958.94,1074.34,1141.2,1163.4,1088.65,1091.79,1237.4,1246.48,1181.69,1082.37,1196.03
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,REX,COSECHA,4562.61,4014.72,4674.4,4488.76,4743.92,4619.72,3950.41,5201.45,4585.96,4032.53,3713.02,3607.86
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,REX NE,COSECHA,390475.06,344954.29,373357.65,346131.42,334595.1,314764.47,266970.75,307507.71,325622.69,380381.98,380271.02,390473.78
ARAUCA,ARAUQUITA,6799338394,-7129827429,POINT (-7129827429 6799338394),SIERRACOL ENERGY ARAUCA LLC,TERECAY,COSECHA,39932.1,35399,38989.56,51393.86,45597.75,37765.5,30790.36,37989.15,32671.01,37751.46,38232.75,40208.64
ARAUCA,TAME,6390650479,-7179178647,POINT (-7179178647 6390650479),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ANDINA,CAPACHOS,227581.37,248155.47,262198.06,240610.27,88449.41,114967.68,207076.94,232067.5,218704.01,216774.64,196360.65,193123.07
ARAUCA,TAME,6390650479,-7179178647,POINT (-7179178647 6390650479),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CAPACHOS,CAPACHOS,16525.26,0,18207.21,17038.6,5944.28,23705.29,42079.96,33408.9,24457.99,21844.28,19056.12,17737.83
ATLANTICO,PONEDERA,1059465102,-7479847316,POINT (-7479847316 1059465102),LEWIS ENERGY COLOMBIA INC,MERECUMBE,SSJN-1,35.42,0,0,0,0,0,0,0,0,0,0,0
ATLANTICO,SABANALARGA,1062250777,-7495510542,POINT (-7495510542 1062250777),LEWIS ENERGY COLOMBIA INC,BULLERENGUE,SSJN-1,16511.92,15374.93,16794.77,16530.38,16770.83,15798.57,15653.79,15704.05,15254.45,15271.74,15638.06,15896.13
BOLIVAR,CANTAGALLO,7239229146,-7410014043,POINT (-7410014043 7239229146),ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,478702.26,426296.63,496263.66,452824.37,500792.25,466017.28,429018.43,446280.51,476429.81,428926.11,451036.3,445071.45
BOLIVAR,CICUCO,9235268598,-7468840962,POINT (-7468840962 9235268598),HOCOL S.A.,CICUCO,CICUCO BOQUETE,16301.63,14765.78,15594.52,14620,14632.63,13558.49,13528.58,13245.08,13229.21,549.74,0,0
BOLIVAR,TALAIGUA NUEVO,9269516705,-7458695233,POINT (-7458695233 9269516705),HOCOL S.A.,BOQUETE,CICUCO BOQUETE,1849.15,1775.92,1591.13,1089.05,1554.39,1385.78,1171.03,1050.37,1244.95,37.33,0,0
BOLIVAR,TALAIGUA NUEVO,9269516705,-7458695233,POINT (-7458695233 9269516705),HOCOL S.A.,CICUCO,CICUCO BOQUETE,6469.3,5944.69,6607.29,6132.05,6329.54,6230.37,6193.14,6554.48,5966.06,134.54,0,0
BOYACA,CORRALES,582454582,-7284544845,POINT (-7284544845 582454582),UNION TEMPORAL OMEGA ENERGY,CORRALES,BUENAVISTA,3691,3423,4318,5495,5513,5466,6011,5877,5687,5603,5326,5425
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),MANSAROVAR ENERGY COLOMBIA LTD,ABARCO,NARE,80790.6,69081.3,78198.84,75780.51,69515.75,44454.84,67547.72,63153.41,68401.07,72213.68,66978.35,71026.75
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),ECOPETROL S.A.,CAIPAL,PALAGUA,15884.05,14631.82,17062.05,15139.67,20047.13,21483.09,21401.02,23102.22,24019.16,26057.03,26816.53,27796.99
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),MANSAROVAR ENERGY COLOMBIA LTD,GIRASOL,NARE,74759.15,67286.54,79480.56,76879.82,71442.22,31229.2,68484.02,69736.86,74197.77,81689.62,69636.87,64736.66
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),MANSAROVAR ENERGY COLOMBIA LTD,JAZMIN,NARE,86630.73,76667.95,86296.13,85561.42,79881.65,39032.8,72233.9,77985.38,79768.31,80737.44,72052.43,69447.53
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),MANSAROVAR ENERGY COLOMBIA LTD,MORICHE,NARE,273614.78,255542.65,267221.45,257932.75,262320.79,199734.48,250147.5,250729.32,233794.73,241631.44,207981.67,217420.32
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),ECOPETROL S.A.,PALAGUA,PALAGUA,192127.92,176701.98,191962.34,186472.59,202921,200819.76,217268.6,207244.02,199814.35,209928,208752.32,221722.83
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),TPL COLOMBIA LTD - SUCURSAL COLOMBIA,TURPIAL,TURPIAL,3901.19,3453.51,3617.73,3489.96,3663.5,3425,3758.63,3512.91,3416.02,2699.07,669.52,1495.75
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,32362.4,25780.13,24706.08,25103.07,22355.46,6958.09,26793,28691.83,28673.31,30269.26,20158.71,22849.12
BOYACA,PUERTO BOYACA,5953466654,-744528581,POINT (-744528581 5953466654),MANSAROVAR ENERGY COLOMBIA LTD,VELASQUEZ,GUAGUAQUI - TERAN,82328.5,76365.6,83295.27,85017.61,88370.39,84167,91794.43,92380.93,92321.95,89800.22,84175.79,92135.47
BOYACA,SAN LUIS DE GACENO,4798203543,-7313397018,POINT (-7313397018 4798203543),NIKOIL ENERGY CORP,MEDINA,CÓNDOR,1387,1226,1496.49,1435.98,1468.29,1387.85,1359.1,0,0,0,0,0
BOYACA,TOPAGA,5765350303,-7283672958,POINT (-7283672958 5765350303),UNION TEMPORAL OMEGA ENERGY,BOLÍVAR,BUENAVISTA,1025.89,925,1023.89,988.18,1012.13,975.65,1006.01,976.91,886.46,916.47,907.89,955.63
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),ECOPETROL S.A.,CUPIAGUA,ECOP-SDLA-OP-DIRECTA,159473.58,137718.73,150530.05,148383.1,162621.43,148010.71,154312.6,140813.94,126495.02,158266.11,135047.84,149149.67
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),ECOPETROL S.A.,CUPIAGUA LIRIA,RECETOR,58978.65,52168.81,59379.28,56441.39,61067.87,53983.43,61586.36,40578.76,40390.77,51240.34,57792.71,57048.44
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),ECOPETROL S.A.,CUPIAGUA SUR,ECOP-SDLA-OP-DIRECTA,44020.09,40808.89,42654.5,41850.31,37454,39375.48,43263.8,44470.97,43459.68,38401.88,38180.56,41438.4
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),ECOPETROL S.A.,CUSIANA NORTE,CUSIANA NORTE,11413.54,10422.52,10500.46,10627.55,10679.45,9621.03,10340.91,9503.49,9490.51,8891.05,7885.2,9147.89
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,11043.01,10657.77,11246.93,11047.98,10306.38,11000.94,11191.33,11149.07,10577.44,10759.2,10226.28,10410.72
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),CEPSA COLOMBIA S.A.,RAMIRIQUI,LLA 22,26227.56,22744.22,24640,23620.29,21904.89,10784.57,2537.79,21997.83,21757.86,22486.5,21526.96,21410.87
CASANARE,AGUAZUL,5126121886,-7254821017,POINT (-7254821017 5126121886),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,RUMBA,LLA 26,38156.41,30996.85,30517.29,29526.37,28035.7,35060.08,33875.67,34530.98,31446.29,31981.46,26040.48,31132.44
CASANARE,HATO COROZAL,603948032,-7152445752,POINT (-7152445752 603948032),GREEN POWER SUCURSAL COLOMBIA,OJO DE TIGRE,JOROPO,0,0,0,0,0,4117.31,2153.1,2923.87,3415.9,2417.08,2494.89,2444.47
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,8639.32,7783.35,8492.37,8179.64,8447.22,8127.69,8886.79,8903.15,9211.05,9511.96,9466.02,9865.4
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CENTAURO SUR,CAMPO RICO,767.27,716.44,787.05,763.61,820.03,830.71,1440.8,2144.72,2423.51,2474.07,2560.47,2751.39
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,ENTRERRIOS,ENTRERRIOS,0,0,0,0,5410.7,7592.79,8709.66,9328.38,8602.01,8459.4,7591.91,8277.93
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),COLOMBIA ENERGY DEVELOPMENT CO,ESTERO,ALCARAVÁN,2472.72,2222.88,2465.12,2382.08,2472.16,2390.54,2512.4,2619.72,2669.64,719.2,0,1001.28
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,GUARIMENA,RIO META,4225.38,4002.42,4347.97,4059.99,3454.06,3549.29,3498.11,3184.7,2709.2,2573.87,1984.21,1279.52
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,7861.03,7202.95,7155.79,7317.98,1157.25,0,0,0,0,4759.48,8482.59,8226.04
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),HOCOL S.A.,LA PUNTA,LA PUNTA,18333,14301,14234,12210,11311,9832,9168,8150,7292,6975,6374,6127
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),COLOMBIA ENERGY DEVELOPMENT CO,LOS HATOS,LOS HATOS,1270.68,1134.6,1242.18,1113.51,1194.41,1148.39,1173.04,1196.03,1185.39,1104.84,805.96,883.38
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),Frontera Energy Colombia Corp Sucursal Colombia,MANTIS,CASIMENA,14086.67,14598.99,10974.91,12247.85,15228.27,15928.88,15948.02,16345.87,14362.13,16024.92,16205.06,16921.42
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),Frontera Energy Colombia Corp Sucursal Colombia,PISINGO,CASIMENA,16916.32,14592.02,16809.74,16278.17,15198.79,15987.15,15946.41,16200.72,15534.71,15714.08,14811.4,15275.97
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA SUR,CAMPO RICO,0,8350.83,7115.17,6994.69,10188.83,9970.44,30048.33,30193.04,28833.14,30105.22,29130.38,29651.29
CASANARE,MANI,4675769488,-7221280273,POINT (-7221280273 4675769488),Frontera Energy Colombia Corp Sucursal Colombia,YENAC,CASIMENA,5596.32,5024.6,10174.37,9928.05,5646.43,6695.98,8123.66,8806.29,8407.93,8908.71,10138.52,10759.37
CASANARE,MONTERREY,4841308642,-728473434,POINT (-728473434 4841308642),Frontera Energy Colombia Corp Sucursal Colombia,Canaguay,CANAGUARO,8383.78,9514.6,7957.62,13778.62,15323.48,9775.16,14352.7,10224.73,6023.32,5460.13,5983,5934.74
CASANARE,MUNICIPIO NN CASANARE,,,,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,DOROTEA E,DOROTEA,2689.39,1244.13,1089.16,835.88,3512.44,2758.79,2921.57,2781.35,2703.16,2511.81,2448.74,2491.79
CASANARE,NUNCHIA,5529181235,-7209251937,POINT (-7209251937 5529181235),PERENCO COLOMBIA LIMITED,TIERRA BLANCA,CASANARE,0,0,351.27,53.19,32.03,0,0,81.12,0,7.92,0,82.73
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),OIRU CORPORATION,ALEPE,NASHIRA,5548.07,5063.63,4531.29,5386.65,4439.56,4205.79,4407.08,4458.13,4186.76,4620.22,4389.39,4324.09
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),OIRU CORPORATION,ALVA SUR,NASHIRA,782.24,230.74,645.9,11817.18,888.31,8568.68,10382.35,8468.34,7147.16,21266.35,12983.69,9326.87
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,BASTIDAS,CRAVOVIEJO,10106.83,10311.02,11767.41,10729.43,11106.29,10887.61,11821.27,10184.56,7829.89,6741.03,6602.96,7297.83
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),COLOMBIA ENERGY DEVELOPMENT CO,CANACABARE,ALCARAVÁN,14350.11,12513.57,13008.51,11585.31,11244.08,9192.75,9426.87,10299.04,10421.97,10688.46,9914.1,10234.93
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,CANDALAY,GARCERO,0,0,392.65,585.72,696.73,720.19,806.34,364.86,10.01,0,0,0
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,CARRIZALES,CRAVOVIEJO,6843.31,6931.44,7649.21,8054.59,8099.58,9568.57,11905.4,11517.38,11523.08,12002.46,11160.84,11588.34
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,CIRIGÜELO,CACHICAMO,3449.29,3004.42,3271.72,3000.6,3271.2,3264.85,3275.19,2953.15,3014.08,2972.87,2698.13,2895.96
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),INVEPETROL LIMITED COLOMBIA,CURITO,CASANARE ESTE,4074.48,3574.18,3961.07,3174.8007,3385.31,3240.88,3196.02,3316.16,3034.74,3224.38,2867.1,3158.84
PUTUMAYO,ORITO,673756323,-7694313923,POINT (-7694313923 673756323),ECOPETROL S.A.,SAN ANTONIO,AREA OCCIDENTAL,0,0,0,0,0,0,0,1403.93,3755.64,4564.91,4005.17,2748.06
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),COLOMBIA ENERGY DEVELOPMENT CO,DANES,LLA 23,0,0,3865,7645.48,7062.48,6454.89,6321.42,2201.36,5052.07,1659.85,18265.84,16839.23
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,GRETA OTO,CACHICAMO,3775.48,3401.48,3669.86,3834.49,3691.57,3553.02,3601.7,3610.63,3435.48,3498.99,3363.03,3373.89
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,GUACHARACA,CACHICAMO,5197.65,5029.6,5720.55,5320.05,5898.64,5536.46,5349.71,4915.42,2555.07,4335.44,4051.06,4097.43
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,GUANAPALO,ESTERO,3921.72,3544.98,2996.89,1726.85,732.98,0,0,0,32.15,22.4,0,0
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,GUARILAQUE,OROCUÉ,23887.57,20798.92,23512.83,23178.28,24499.69,23837.68,25143.85,22749.31,25400.46,25139.38,23785.65,24719.76
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,GUASAR,GARCERO,5356.88,4854.66,5276.87,5271.11,5367.61,5475.48,5827.2,4552.13,5456.47,5517.76,5377.77,5739.5
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,HOATZIN,CACHICAMO,1931.57,1721.92,2047.2,1792.92,2056.49,1888.98,1822.2,1561.01,1534.79,1601.83,1365.83,1457.55
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,HOATZIN NORTE,CACHICAMO,4468.09,3817.71,4333.46,3631.38,3772.18,3615.35,3551.36,2979.5,3261.29,3346.63,3198.18,3344.56
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,JORCAN,GARCERO,1875.84,1594.27,1784.17,1732.41,1801.31,1715.42,1905.4,1936.48,1765.55,1713.07,1530.07,1434.85
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,JORDÁN,GARCERO,6295.49,5330.79,6790.15,9969.05,10651.14,8868.94,9374.88,10204.91,9701.95,8851.21,8999.02,9370.23
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),COLOMBIA ENERGY DEVELOPMENT CO,LABRADOR,LLA 23,0,100.86,8278.54,15415.66,18108.18,23142.51,24378.04,23092.8,22242.78,23274.53,21885.26,22277.44
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,MATEMARRANO,CRAVOVIEJO,1662.25,1363.49,1376.76,1295.01,1538.59,1375.44,1337.25,1247.71,1244.87,1291.89,1063.4,163.03
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA,MAURITÍA NORTE,MORICHE,24650.98,22047.12,23360.5,22235.42,22273.62,21592.94,22835.34,23176.62,21577.56,21868.85,17547.61,10144.59
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),OIRU CORPORATION,NASHIRA NORTE,NASHIRA,19024.81,14949.47,14724.31,16256.2,14931.79,17401.48,16554.02,15002.52,14565.74,15210.75,12996.52,13632.87
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,OROPÉNDOLA,OROPENDOLA,8277.03,8009.83,9675.64,8832.25,9144.4,9086.35,9108.65,9206.05,8428.58,8956.51,8285.35,8255.39
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,PARAVARE,GARCERO,4898.84,4850.09,5315.32,4956.73,5128.48,4833.99,5109.67,5095.08,4619.31,4579.87,4561.84,4548.69
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PERENCO COLOMBIA LIMITED,PIRITO,GARCERO,0,0,1210.39,1953.32,1967.95,1728.25,1999.62,2058.27,2037.05,1848.58,1641.2,1794.64
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO,RANCHO HERMOSO,20029.54,18061.26,19771.11,18812.16,19651.76,21187.46,22663.26,22391.14,21588.78,22111.44,21414.39,22179.61
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),PETROLEOS COLOMBIANOS SA,RIO CRAVO ESTE,TAPIR,11023.75,9766.37,10587.19,9991.83,7079.24,9628.93,9587.97,9412.95,8766.6,8902.46,8438.12,8750.8
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),Frontera Energy Colombia Corp Sucursal Colombia,SAIMIRÍ,CRAVOVIEJO,4806.86,4617.61,4882.14,4274.67,4323.07,4843.52,4684.15,4020.48,3647.02,3819.6,3439.61,3428.45
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),HOCOL S.A.,SANTO DOMINGO,LA PUNTA,4411.41,3243.62,3086.88,2995.33,2959.35,2815.97,2963.96,2894.77,2738.88,0,0,0
CASANARE,OROCUE,4915139133,-7159873966,POINT (-7159873966 4915139133),HOCOL S.A.,SANTO DOMINGO NORTE,LA PUNTA,8319.59,6444.38,6364.12,6064.67,5949.65,5523.03,5727.04,5461.23,5200.12,0,0,0
